id	state	itemId	itemCount	itemCountByView	weight	broadcast	content
349	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
350	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
351	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
352	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
353	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
354	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
355	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
356	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
357	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
358	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
359	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
360	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
361	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
362	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
363	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
364	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
365	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
366	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
367	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
368	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
369	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
370	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
371	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
372	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
373	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
374	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
375	2	0	5	5	5796	0	恭喜{0}开启幸运宝箱获得5倍奖励
376	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
377	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
378	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
379	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
380	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
381	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
382	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
383	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
384	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
385	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
386	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
387	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
388	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
389	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
390	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
391	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
392	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
393	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
394	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
395	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
396	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
397	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
398	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
399	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
400	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
401	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
402	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
403	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
404	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
405	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
406	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
407	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
408	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
409	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
410	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
411	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
412	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
413	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
414	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
415	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
416	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
417	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
418	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
419	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
420	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
421	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
422	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
423	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
424	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
425	2	0	10	10	579	1	恭喜{0}开启幸运宝箱获得10倍奖励
426	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
427	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
428	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
429	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
430	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
431	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
432	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
433	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
434	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
435	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
436	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
437	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
438	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
439	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
440	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
441	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
442	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
443	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
444	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
445	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
446	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
447	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
448	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
449	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
450	2	0	50	50	115	1	恭喜{0}开启幸运宝箱获得50倍奖励
451	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
452	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
453	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
454	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
455	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
456	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
457	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
458	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
459	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
460	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
461	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
462	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
463	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
464	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
465	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
466	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
467	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
468	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
469	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
470	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
471	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
472	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
473	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
474	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
475	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
476	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
477	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
478	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
479	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
480	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
481	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
482	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
483	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
484	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
485	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
486	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
487	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
488	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
489	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
490	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
491	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
492	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
493	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
494	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
495	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
496	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
497	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
498	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
499	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
500	2	0	100	100	115	1	恭喜{0}开启幸运宝箱获得100倍奖励
